Year	Afghanistan	Albania	Algeria	Angola	Antigua and Barbuda	Argentina	Armenia	Azerbaijan	Bahamas	Bahrain	Bangladesh	Barbados	Belarus	Belize	Benin	Bhutan	Bolivia (Plurinational State of)	Bosnia and Herzegovina	Botswana	Brazil	Brunei Darussalam	Bulgaria	Burkina Faso	Burundi	Cabo Verde	Cambodia	Cameroon	Central African Republic	Chad	Chile	China	Colombia	Comoros	Congo	Costa Rica	Cuba	Cyprus	Czechia	Democratic Republic of the Congo	Djibouti	Dominica	Dominican Republic	Ecuador	Egypt	El Salvador	Equatorial Guinea	Eritrea	Estonia	Eswatini	Ethiopia	Fiji	Gabon	Gambia	Georgia	Ghana	Grenada	Guatemala	Guinea	Guinea-Bissau	Guyana	Haiti	Honduras	Hungary	India	Indonesia	Iran (Islamic Republic of)	Iraq	Israel	Jamaica	Jordan	Kazakhstan	Kenya	Kiribati	Kuwait	Kyrgyzstan	Lao People's Democratic Republic	Latvia	Lebanon	Lesotho	Liberia	Libya	Lithuania	Madagascar	Malawi	Malaysia	Maldives	Mali	Malta	Marshall Islands	Mauritania	Mauritius	Mexico	Mongolia	Montenegro	Morocco	Mozambique	Myanmar	Namibia	Nauru	Nepal	Nicaragua	Niger	Nigeria	Oman	Pakistan	Palau	Panama	Papua New Guinea	Paraguay	Peru	Philippines	Poland	Qatar	Republic of Korea	Republic of Moldova	Romania	Russian Federation	Rwanda	Saint Kitts and Nevis	Saint Lucia	Saint Vincent and the Grenadines	Samoa	Sao Tome and Principe	Saudi Arabia	Senegal	Serbia	Seychelles	Sierra Leone	Singapore	Slovakia	Slovenia	Solomon Islands	Somalia	South Africa	South Sudan	Sri Lanka	State of Palestine	Sudan	Suriname	Syrian Arab Republic	Tajikistan	Thailand	Timor-Leste	Togo	Tonga	Trinidad and Tobago	Tunisia	Turkey	Turkmenistan	Tuvalu	Uganda	Ukraine	United Arab Emirates	United Republic of Tanzania	Uruguay	Uzbekistan	Vanuatu	Venezuela (Bolivarian Republic of)	Viet Nam	Yemen	Zambia	Zimbabwe
1979	7.39762547		5.94386418		52.94763304	1.02908351			4.32057704	394.65698558	14.47431896	25.46280678		146.63627771	23.3824945	12.55086145	22.62370162		114.91516168	0.74449597	0.47975438		29.4019961	23.28670225	116.11237856		33.09043355	38.93911494	19.16005471	-2.65573754	0.01708696	1.50153933	65.82596772	52.20442914	13.01118457	4.89232309	43.98464706		16.1847916		120.73105911	8.11029865	7.46781198	37.2028772	8.23962575		2.4585315		85.28706076	5.52601119	49.40603214		55.62851853		15.56826011	32.05308978	5.82313011	11.61737709		37.98999529	13.5756275	19.74956477		1.99589931	4.9749377	0.15683265	2.17963394	326.5104231	53.634123	634.48390748		22.04994593	154.95391438	0.90272411				47.65891355	49.67489777	44.7986359	1.10762214		16.18597691	23.2771537	9.25629067	40.97184301	26.95787421	157.39083438		113.73677003	33.63493594	1.01612268			27.53402684	12.6880218	10.21910746			8.65030914	26.1240758	29.65063172	0.36070051	223.32574047	9.29552038		10.27804061	80.93803408	7.88976049	11.13572319	5.7827887		0.82857311	3.56852442				29.56729572	40.73460326	18.33867234	57.20077281	168.67002961	31.56498157	1.17422675	55.8625008		385.93849496	15.97099814	2.32656745			109.1809852				20.93940221		49.57613346		238.22780185		8.36994305		41.42365429	245.79770789	3.11609846	33.78815817	13.56978647			3.91512304		7.54492634	32.60641265	2.3966712		340.49207587	0.70948534	7.1495825	47.04878328	48.92201163	1.74440826
1980	2.14127956		10.67337651		88.90900567	1.56578604			6.74299207	573.85862838	15.4359343	28.17091198		100.59524635	23.73585738	19.80913535	24.7207318		117.24544655	0.68893229	0.15473488		30.77312366	27.89072439	217.86308219	40.13738968	30.7095986	50.06913503	7.75070716	-0.66115849	0.06549416	1.57097399	140.49917	51.26742841	10.33484511	4.59720762	76.85933095		16.35993646		233.80865942	12.21413966	4.13559454	31.93673399	18.33097996		2.69986024		81.89135937	6.00710803	56.4604461		82.6046829		17.25832712	43.24287789	5.76100125	18.20198729		34.15996557	16.83981071	23.58443118		3.12747849	6.35417929	0.72858531	0.91039944	241.06463728	51.22434028	662.79730583		24.04733672	321.4381993	7.48896747				115.03988777	69.50900772	52.37478382	3.76771029		26.33496388	22.58723037	9.74699879	132.11516859	37.57621354	48.05516934		113.82901898	34.25327565	0.99451948			58.07101638	14.36433456	8.60586955			10.04035081	56.18706844	27.62230634	0.46851394	189.99924793	14.86425843		12.29726318	89.0902783	9.56114594	10.60600158	6.15591016		2.41478934	3.64588779				29.90502822	143.74667341	73.24235423	96.45406807	135.09342877	39.87973372	1.32384443	46.76744454		324.59199541	26.72573644	5.75944684			178.09586369				25.35076281		46.33062829		214.18519128		8.78068024		33.24347009	162.10227067	3.53079017	37.72803367	21.66933326		643.42810214	9.11002772		4.00193419	36.44516236	2.9601539		380.45640532	1.28304632	4.97569705	72.31516267	54.20708427	21.68282117
1981	1.74237474		8.42753755		146.30435776	1.29964478			6.45547803	526.99669534	12.89375159	41.65087562		76.64055796	21.26631369	23.0802154	21.9357296		103.68525043	1.83806267	0.94987176		30.75517487	28.27831617	168.6654287	16.65963149	22.30626606	44.69094004	12.91173528	0.0474874	0.4693191	1.93951202	145.99344157	43.94118221	12.60388051	2.76495628	63.56922294		14.50241208	172.05695439	195.9795022	10.95201349	4.16704887	29.22762744	25.343089		3.1436374		57.87558161	6.80431283	61.68667569		102.46646003		12.69971363	66.88003468	5.16575341	21.43233043		66.46762081	16.65059527	23.17210831		2.75721462	6.38963405	0.12039828	18.71032735	204.84557303	62.15972152	506.71637459		26.26309236	254.57147453	6.53079801				175.37685941	74.93787233	56.38325942	1.40092881		25.96936708	21.30878073	10.09759413	77.34051237	31.51605548	147.76349141		140.64328235	59.58667497	1.60457883			50.98216853	11.77276919	7.44757911			10.66685465	28.48689169	31.04623183	0.52027754	206.4595626	9.94429119		11.99921986	87.08863936	13.46197721	11.24634575	7.64348387		3.42764059	8.55881971				28.76577437	87.98268211	96.1192242	90.10341529	137.9707175	61.37040106	2.46708354	68.78565346		250.28999619	17.20498104	8.89249034			116.5156075				23.93401878		42.02164751		195.68557165		8.37246478		22.2308195	184.76690284	-2.77681229	37.07088997	16.16193947		683.7060581	10.57770878		0.30092961	36.4934678	3.28832573		256.27181989	1.10720192	4.86376711	61.92734231	38.11498655	22.7565803
1982	0.75606335		6.58586266		80.12301407	1.02415213			5.9950407	404.19429309	15.53719553	33.69044317		79.41327735	20.29168521	26.22756669	18.83273504		105.04133979	1.40468268	1.31027259		29.36328546	28.63192193	174.65096787	5.18656375	23.12472129	38.30707194	13.59641096	-0.06982343	0.50914978	2.19772205	116.44195855	48.77782346	25.25206539	3.53107542	44.64259777		12.5001385	152.67294376	223.43092077	16.23001854	4.75896253	31.99500628	39.44477575		2.44987955		41.8537605	5.38798963	52.41806782		67.99771809		11.88079466	66.03530575	5.72319308	22.74735815		31.32163921	19.22600844	31.24550967		2.23390025	5.79245306	-0.01504685	0.25082338	223.40168099	72.78670002	352.63943203		27.32245709	248.00040044	3.88687995				71.75724268	65.24832409	54.44144243	30.92135189		26.00351231	18.31103838	9.30951556	30.9686853	28.26489698	74.42931566		114.88349295	48.24606107	2.11205816			40.53274141	16.7771177	7.87059527			11.26741303	28.01921363	40.53894341	0.45138979	105.83502887	10.42075202		13.69018771	81.22619068	21.42923157	8.62294463	6.48574345		3.10212862	0.86227972				27.29412825	74.88358055	67.44526145	74.12840373	135.86247997	98.91634485	4.21700141	48.16121929		265.70758047	23.09215053	8.17320845			106.47146804				25.63799945		48.18556607		120.53000984		7.78729234		26.20370759	183.6900419	4.25885631	30.75875479	14.06831544		783.54924149	9.9342078		4.02638705	34.42321606	2.13957916		211.12373483	1.15935187	4.36509753	71.80734482	50.35055636	26.81246503
1983	1.07515454		4.42046021		54.54927865	1.17626753			3.95388607	644.03924276	11.53043068	64.01324798		96.64998344	21.02258952	28.12495	25.80058281		103.52125112	0.82441853	2.07475727		24.67541482	30.59669913	187.15900231	5.44351144	13.49971529	38.35035374	18.0927738	0.71632784	0.64157698	1.52433383	111.9647267	55.32210425	86.55561285	3.69090089	26.75499469		10.92457186	166.15033089	133.18296649	9.89086972	5.61881511	31.17555161	52.05272258		2.38025216		49.6540488	8.86539705	46.12711775	80.93809509	57.66940361		9.00731026	77.27556838	7.26348932	12.79582961		19.52621023	19.33532841	36.32793345		2.44253974	4.64953787	0.97898939	0.46369876	344.51737404	75.32128554	319.7446381		21.4900805	265.97123358	3.27208729		9.06040581		48.01546316	73.09012657	56.99405804	1.45240992		19.06298378	17.14029393	11.84053646	56.338829	28.94172003	129.50609081		106.76281279	40.19546914	2.05970876	1.09696393		20.78521376	16.64097846	7.72200817	0.00883686		10.85734369	26.45004041	26.58591189	0.5886809	52.33325131	7.6819011		15.06223497	83.65254343	12.76620369	13.18372908	8.07992243		3.39477319	0.19221192				26.13254062	66.624289	56.21231667	51.05061609	145.44191914	114.5808589	3.62101709	53.60479533		222.70000034	17.90127531	5.62591192			100.52402973				28.00763487		59.44642313		89.64515929		8.33979059		36.67681869	183.06733643	5.21935807	29.22737365	7.55967184		523.5667253	10.02366179		3.50846627	28.89471508	1.86677114		212.21611756	1.0855599	2.56602155	49.22675793	33.16770905	25.130997
1984	0.54980595		5.55882876		38.19758991	1.10098177			43.6686919	518.6711323	12.54335645	22.30980813		86.69023904	18.04985947	37.01234207	21.60675175		98.82310084	1.15996267	3.71259901		24.2961345	29.79163345	197.94864596	2.92836416	18.75310896	53.13547405	22.4727449	0.95627332	0.7536393	1.70262204	123.54720674	48.33264228	74.88495489	3.5657142	24.10726399		10.31330642	251.44204527	219.64628163	23.25893658	7.72887256	36.85845457	48.82939932		2.31208052		42.84402628	9.12802472	43.58452469	93.50193671	71.31163806		17.17925627	278.96254076	6.04011389	22.57072336		12.62872197	18.69666997	51.76823991		2.17249264	4.10757923	0.17153115	-0.13034552	316.41533046	71.69717595	251.88393477		21.3319438	184.55653715	2.70556535		9.3271229		29.25639194	66.0945093	61.80424968	1.23841914		15.3575318	26.03446987	21.3943905	28.27485166	41.53033738	33.25599788		99.81874456	33.16122434	1.25752107	1.13302996		15.44223664	20.12643179	6.51664962			9.55121344	28.73473304	23.47711298	0.39767334	74.37113334	7.00183847		28.69148952	79.38982983	11.42729176	13.85473771	7.11983759		3.89718478	-0.91522212				27.57652346	85.54907567	45.45600901	38.1591123	102.23369747	108.63011375	2.82635172	57.64948253		216.56436029	15.61963501	15.25433028			70.00620269				26.86396687		36.90488856		62.56455624		8.83082766		34.46848682	155.7685505	4.4758689	24.68023347	4.99811294		674.47592974	11.50830813		2.56574722	26.09359743	1.92831481		186.7650958	1.03278468	2.5564326	60.79401212	35.1754596	34.66374794
1985	1.36703977		7.67447296	9.08352353	47.74621749	1.29334242			2.98406928	176.57380423	10.82750927	23.60883552		132.97517739	21.94927189	44.4790025	25.76276842		89.39916205	0.62813215	6.23774718		24.39081903	28.87073331	206.34135541	1.79393264	15.14079367	40.85092597	35.13953822	4.02782413	0.87277732	1.75351942	132.63465687	33.59768674	91.99702427	4.15828639	52.38072317		10.21912643	191.23230623	226.61767526	25.84376227	8.72811873	36.01757897	65.92930911				34.28806743	17.67212912	44.05917728	73.4487799	63.56254694		15.20148811	344.26180152	9.22566057	20.64080793		13.9141454	21.79485585	55.57129719		2.02331836	3.58135049	0.24140817	1.27926501	490.30226163	71.04229833	209.45119417		21.46492576	184.71924385	2.42612425		9.69660375		31.07475575	60.40106642	42.17161591	1.35010214		18.34750612	15.4727306	14.53946458	44.89817574	48.34721767	52.93801638		116.60457843	26.22656384	1.98648431	2.69006174		38.48418657	23.1652369	8.20205063	4.39845126		11.17312143	26.99537711	43.0364767	0.37947518	51.77477894	7.24654628		22.13860899	61.92321598	9.11265582	15.54604866	8.38291998		5.01501813	-0.21615312				28.73488501	106.27118998	55.28888059	52.53437481	110.19093822	116.36772619	2.09467213	44.88722656		315.8860419	16.76607158	8.66001844			70.38742431				27.1384982		65.35142748		57.28246813		8.59036353		34.08549017	135.5755255	6.20355895	21.88662642	3.66549172		405.55351647	12.32746719		2.96450296	22.05715199	2.56349032		161.62906268	0.95326007	2.48207069	45.04203267	46.11919441	26.50524299
1986	0.22579756		7.2429749	12.62098217	81.77608237	2.39975519			6.86135045	229.56182813	13.82147504	17.54065359		141.88913932	30.57551955	76.54334787	39.82800142		90.60730445	1.06973547	10.99962308		33.90752098	39.14875803	328.72940098	1.92313688	20.82539572	52.02164145	30.55106017	0.2996987	1.00011498	1.64265388	125.57243122	50.76315312	64.63137729	4.10255633	49.10610814		13.73881135	252.94976066	161.58608412	10.64731684	10.32878123	32.99134549	65.74524535		0.4843077		45.50863158	15.03871127	57.97044961	92.52375328	128.16931688		27.26049326	238.96270359	14.49648239	29.8911796		31.5260579	27.39970375	60.65388287		2.48129845	4.15847339	0.53410189	1.77752484	472.40328546	73.98973173	209.90324091		21.47938915	201.66707435	2.70697736		10.69262478		23.42464365	54.67164499	44.86585939	2.68862892		29.92817868	25.36917708	11.87753261	77.54939961	47.61681453	19.54606181		126.02763783	52.79112857	3.47168945	3.29907256		18.61504706	32.79289803	9.62880084	11.75879464		15.09599049	38.27489178	42.66257868	0.67765467	66.52019528	8.4867597		15.62706668	61.24688043	13.97805094	13.39519689	15.94663201		5.90839698	-0.42578329				31.8184384	132.83830924	90.77603269	117.94671819	137.52553642	114.95965132	2.18788132	86.98232942		408.05823359	23.1037211	10.67533717			99.16294146				30.92536479		52.63918379		66.07342683		8.52923951		50.65060075	148.80794209	16.56269943	29.2982538	6.78176418		515.52573921	12.71107782		23.63131301	29.62915499	9.17954581		177.53481976	1.17488179	3.06290228	34.78688855	63.14708377	24.23221387
1987	4.00877661		8.9781871	12.5761892	90.09446863	2.67409249			2.63087574	19.6890295	16.9225503	18.40999643		134.68476733	29.48010434	73.96123787	43.78049242		134.07174652	2.08025165	13.6383727		32.94562126	39.11167737	263.00301455	2.02730356	18.9282357	68.00950059	37.27984647	2.2842829	1.23402529	2.62282116	143.55616717	63.33937979	77.81671095	4.75179235	57.12042248		21.36878266	214.75026982	221.0406185	17.00463488	20.13786018	33.14298564	83.16870513	138.9900687	0.94010541		58.15926196	14.38474476	49.17038206	94.13288934	124.29438469		30.18147544	192.40632799	27.591978	38.06200716		31.2363438	31.80060436	55.44207738		2.06846043	7.03058048	1.38454309	5.31214973	300.15863408	67.66439157	206.42761039		26.06010093	259.94883621	1.74839968		13.8572739		37.91290547	65.67923257	36.26970846	1.49158692		31.04786487	33.88223226	21.91380643	75.31129306	44.67134022	-4.0553914		103.15700743	60.76631418	2.22853307	2.30161926		18.15948137	52.02500056	7.97678447	12.84585955		18.30092737	37.08751015	48.39039264	0.76798997	27.73060211	6.78796155		16.44768814	72.73722905	15.2451681	14.3707849	12.14553653		6.70371458	0.25571787				35.24641164	181.52578663	81.83818839	125.96194847	206.07347181	156.17772076	1.47587547	96.60478739		345.26634287	16.34657869	8.32808506			183.18337942	85.55044671			25.78473553		48.65153636		69.72543024		8.51223634		34.93351134	217.98595672	29.30017781	35.61479274	7.41415068		3027.94485381	19.14780776		74.78190804	38.95833353	5.29580936		363.99043747	1.25872521	1.99601352	47.34527505	57.28732504	30.56301238
1988	6.32638573	1.73697238	7.03582518	14.18768298	136.82437594	4.49904544			5.73850967	-5.61051401	14.18333593	7.06645574		139.70272104	33.80596511	70.45681434	62.08818442		124.82574231	1.52303697	18.49389325		34.31896325	38.79116289	252.92867832	2.40282351	24.88663457	75.98068966	46.63820007	4.04196485	1.6841691	2.51048571	132.02256194	38.80863688	61.53130246	5.89178999	60.02911036		17.00572228	175.04957244	251.08126665	15.96138889	15.34301949	28.03054827	77.37753519	121.29943021	0.9150776		49.45888652	21.57060528	72.331256	117.68869577	95.27844067		41.26966998	204.12531527	23.87314799	42.61774987		30.30743058	20.11771835	62.72793717		2.32563852	8.91991152	1.53229315	0.3912759	292.57960175	77.34529061	146.06860037		37.55718425	229.99986022	2.91913412		17.44670338		53.70095906	66.76914096	30.09224064	1.30317826		27.02422474	43.48890374	5.99090516	120.83685062	53.28014109	-7.9539959		94.76141428	55.25170944	2.20600091	1.83279104		20.21704561	71.84509798	9.97089913	16.55013549		20.34653951	55.20920918	49.20361623	1.30626294	3.03911695	11.4898364		9.58811997	82.77870522	16.13573098	13.25031376	13.23513881		4.12523595	0.22049737				34.55182006	346.76248745	134.66901926	159.1056364	175.12657468	215.64508426	1.24153267	84.63127153		294.7443777	24.42359558	7.68808047			176.79404943	61.62827598			33.7992466		49.31586384	54.31023393	16.21545874		9.62316184		57.41768934	182.4678644	5.20699247	39.95135568	5.41324925		1617.45979704	24.20190818		-7.35679164	42.57776153	11.09911232		271.03265399	1.42468651	2.52025348	28.45530482	62.48527609	27.42983706
1989	12.58080757	3.17381101	6.30163295	14.58429924	69.99210013	6.271281			15.57174553	-3.65842756	14.72419416	3.80826358		155.44691236	55.57445718	71.03009951	72.05349926	0.00221837	126.9120394	1.58820943	18.13438511		30.91907064	38.86137631	250.55861875	2.84421331	39.61645719	68.74661776	43.39678647	5.26236884	1.78463919	2.31564386	110.27479793	39.47389505	74.14573532	5.41128891	54.24456613		21.81727383	133.04838415	337.37734524	18.79141345	14.01139126	30.00984786	73.25297186	138.26177075			37.14473906	15.72841316	55.93415251	142.96632676	107.75083376		49.85087719	151.13687553	26.35224006	58.88304521		53.0995293	26.97689347	50.80279339		2.06481748	9.92294736	1.66520726	0.63960206	275.00601345	107.723687	99.56953356		46.20431154	238.95891692	2.25536667		25.85745459		43.21022431	80.7109685	28.54594248	2.25921612		30.81379922	45.98059183	7.84473161	125.07967559	53.89711442	-14.51516302		126.56528746	57.70932077	1.39033003	2.84445863		20.4930079	62.86140427	3.66596445	42.20745723		22.50905503	59.30749077	38.30857547	3.7073744	14.18024273	11.41983733		8.26229705	72.34973951	22.58294258	14.29754971	12.81306238		10.80816433	1.21601645				31.00598213	333.0524751	137.49475337	142.89583726	168.03037691	382.58836072	0.86874432	97.32168241		279.07374147	23.1899246	32.35309396			150.49196559	58.7599243			31.65183092		38.09278642	127.6562489	10.3158505		12.25772687		54.12433866	240.4900416	4.22967908	34.72489922	2.73453906		787.52703725	30.81183182		-3.43633442	37.14974295	9.97538352		252.51924968	3.36733824	1.87151872	33.45015734	46.89394748	25.69566738
1990	9.8869583	3.36267949	12.87517535	22.43090421	73.72107741	5.26171425			12.29378674	277.25854813	17.33901417	8.73787513		161.66010693	53.60662741	78.08953028	70.65570053	0.00224043	112.85745022	1.17031027	14.9972561	1.5404685	37.05921868	48.27210277	311.52260456	4.60247952	37.72298478	88.67583011	52.0823354	8.22170609	1.72540414	3.05263326	109.0384333	92.14423469	71.32699629	4.88912615	50.12940025	1.32290523	25.88089052	350.63084167	278.8901109	12.74411136	14.14338509	108.04768141	62.32929765	143.68254707	1.99234144		65.20975346	21.07527703	67.55653326	138.21059842	101.7795218		37.8873343	143.26052851	20.06839551	45.90161246	129.55452977	221.67183404	22.12445116	82.95155125	6.45746655	1.59742982	8.77856909	1.88854268	3.62188363	308.40438173	112.22772608	266.8788176		49.79183353	266.32042278	6.13739932		24.6050751		101.91820596	81.66070918	54.79024347	1.87979122		34.22468081	53.20432118	25.87601568	70.12936793	56.70708089	14.66781931		116.09621794	83.61832852	2.12453343	5.97489454		50.0288992	76.80662064	3.739187	83.48111259	16.83147448	18.89293436	78.96612684	48.28823943	2.67906131	37.6346858	8.44038644		40.36106145	80.20203725	13.80873708	17.99384725	18.46816132	34.78064585	6.23589319	1.21812508		10.36222817	1.72180109	39.50125327	201.68901852	89.19062172	142.9913748	220.58145941	453.98494209	0.90305489	107.85237545		503.88257911	13.73223478	-0.57750365	1.29338345		133.42140646	71.25310118			35.55109226		42.10130869	150.62850015	70.93106949		14.03846032	0.13553552	68.42045042	285.58204692	13.95439184	47.62384955	24.18040553		567.90122815	38.2093398	5.61567403	1.93607981	46.14970001	14.76718154		319.22224742	4.09929082	2.65558235	38.41421742	59.07912387	32.04053922
1991	38.23891997	101.19202408	7.99872177	22.62080382	114.10444611	8.39716957	0.77597912	0.04077226	10.574429	185.77296258	15.26736108	8.85793676	18.40704225	113.89795987	51.58951549	103.54689371	68.14704358	0.00228869	98.82223634	1.29338989	13.5983888	36.00775552	46.36972443	46.07431116	294.60270515	9.65734968	42.53285159	60.25345863	42.60295214	9.26103311	1.60847882	3.89148405	149.33718174	55.01768735	57.47196396	3.45995996	50.7712069	22.3264812	13.23595918	176.58604229	250.50796653	10.65138974	18.88569606	94.19037076	50.95663037	143.65452751		9.92752961	62.6074343	22.0090813	60.93299325	146.25148646	100.27491577	0.03908434	57.77662953	170.53348223	20.15970569	57.76950058	113.10026214	171.59697345	23.76643624	58.76129892	60.42815298	3.06698329	9.7057889	3.35303854	30.88299329	381.20368137	67.23570068	249.78373781	6.80986396	37.37340799	259.45829723	5.78940462		24.90846615	1.29097479	42.86545431	70.76475843	77.26426991	1.64823855	1.07100812	38.10744904	57.24472312	15.54540557	117.60967889	52.07324818	59.72749804	5.78476543	104.12305962	63.00816214	3.39388499	31.3627454		60.67479609	79.91429007	4.16732412	122.22305552	38.91050535	19.27442648	187.23067683	44.58579255	2.64488861	6.91217115	10.31814323		44.26671097	72.8741639	30.82816496	29.5337302	14.96687713	65.83682903	5.90946235	1.2546933		13.67416296	3.80896515	50.70068522	185.97855994	165.14168355	147.81205049	258.90243344	418.28959911	0.8221696	80.91287174		318.28233591	23.74752807	2.50552699	21.60388956		114.84470761	25.6281732			42.09975381		41.50551146	104.7434761	41.78488305		12.47141714	1.23761398	51.58428875	179.33076366	-1.52142855	42.05817016	29.3583618		555.80211104	36.94426007	7.15683788	-3.95424426	41.17957808	13.35076012		306.06829356	1.55202594	3.27347303	24.08933074	106.46367836	36.3898232
1992	14.13823445	126.20279592	13.86656181	27.14546866	72.44915491	7.95512736	6.52081746	0.99438911	10.63797767	153.1499853	13.87848271	4.86895649	26.85945556	134.62052987	50.45946139	99.00378498	91.73266701	3.70600176	81.59637454	-1.52723285	19.60655409	17.00133137	46.6144861	54.39736969	327.40898676	20.21218264	57.18469431	60.03238468	37.23606121	9.95785769	2.47636709	6.9346949	109.67936812	46.18575912	48.42500632	2.30990198	32.68757582	12.53933584	7.19238726	182.40793828	180.02437855	10.76624627	20.65297702	63.71063679	66.97343052	138.21659828	0.44294964	68.62785892	64.60244675	22.60655056	84.27472118	68.3341783	105.929478	3.83678132	39.23889563	133.07809003	20.43456114	66.59884866	105.15968792	90.14208379	13.73182946	59.9922578	21.34936422	2.66701988	10.22388538	1.79821914	7.50431762	434.64036334	49.94622133	106.91442723	0.74036319	34.94105613	340.92580645	3.4145131	4.7326204	31.77088956	30.64969944	35.81444566	80.32390105	59.75183925	0.70524045	25.44668586	29.39111077	59.67804353	10.65324552	130.99365035	48.55071034	12.58528396	113.11482417	93.16522108	42.19039014	3.89537149	44.92989869		37.08859124	105.72795592	2.6961192	93.83295593	40.87736754	19.48659465	140.24013145	41.63878177	2.5840215	19.98213108	7.43325091	0.63055677	76.50384667	89.58243185	16.2159041	18.99827441	25.16836097	37.5816931	5.89419135	-0.07069842	2.21622897	11.04517035	13.05131558	52.06170545	198.3239462	191.3119601	167.96211968	276.08918138	452.98377113	2.88207524	82.90019322		267.6814352	30.60449691	6.23194737	11.88959576		134.3620082	89.5991673			28.78474193		24.71902954	189.77412014	14.91848222	2.15175314	12.77697506	0.16598485	56.36987251	231.24173951	4.74656027	45.0425495	6.3906139	1.68981165	884.74208777	39.05629668	10.84682742	-4.73965486	49.48146811	20.82449081	0.0706429	250.03866086	1.68939179	7.98803765	19.58985091	121.96637427	72.49017892
