Year	Afghanistan	Albania	Algeria	Angola	Antigua and Barbuda	Argentina	Armenia	Azerbaijan	Bahamas	Bahrain	Bangladesh	Barbados	Belarus	Belize	Benin	Bhutan	Bolivia (Plurinational State of)	Bosnia and Herzegovina	Botswana	Brazil	Brunei Darussalam	Bulgaria	Burkina Faso	Burundi	Cabo Verde	Cambodia	Cameroon	Central African Republic	Chad	Chile	China	Colombia	Comoros	Congo	Costa Rica	Cuba	Cyprus	Czechia	Democratic Republic of the Congo	Djibouti	Dominica	Dominican Republic	Ecuador	Egypt	El Salvador	Equatorial Guinea	Eritrea	Estonia	Eswatini	Ethiopia	Fiji	Gabon	Gambia	Georgia	Ghana	Grenada	Guatemala	Guinea	Guinea-Bissau	Guyana	Haiti	Honduras	Hungary	India	Indonesia	Iran (Islamic Republic of)	Iraq	Israel	Jamaica	Jordan	Kazakhstan	Kenya	Kiribati	Kuwait	Kyrgyzstan	Lao People's Democratic Republic	Latvia	Lebanon	Lesotho	Liberia	Libya	Lithuania	Madagascar	Malawi	Malaysia	Maldives	Mali	Malta	Marshall Islands	Mauritania	Mauritius	Mexico	Mongolia	Montenegro	Morocco	Mozambique	Myanmar	Namibia	Nauru	Nepal	Nicaragua	Niger	Nigeria	Oman	Pakistan	Palau	Panama	Papua New Guinea	Paraguay	Peru	Philippines	Poland	Qatar	Republic of Korea	Republic of Moldova	Romania	Russian Federation	Rwanda	Saint Kitts and Nevis	Saint Lucia	Saint Vincent and the Grenadines	Samoa	Sao Tome and Principe	Saudi Arabia	Senegal	Serbia	Seychelles	Sierra Leone	Singapore	Slovakia	Slovenia	Solomon Islands	Somalia	South Africa	South Sudan	Sri Lanka	State of Palestine	Sudan	Suriname	Syrian Arab Republic	Tajikistan	Thailand	Timor-Leste	Togo	Tonga	Trinidad and Tobago	Tunisia	Turkey	Turkmenistan	Tuvalu	Uganda	Ukraine	United Arab Emirates	United Republic of Tanzania	Uruguay	Uzbekistan	Vanuatu	Venezuela (Bolivarian Republic of)	Viet Nam	Yemen	Zambia	Zimbabwe
1993	14.14969013	84.71467562	11.80763137	22.13300503	45.6086474	7.24018991	32.54724542	3.14834811	4.27941625	207.80959827	10.5606092	18.87300145	18.35298999	157.41935793	52.11381111	115.92407232	74.7478031	17.22015962	92.84473265	1.25929968	17.99889299	13.36863806	49.0961859	37.41772618	314.04944881	29.53947077	42.26648977	56.37940294	34.04517895	12.81612385	2.62744918	3.02781843	108.21999896	48.58040244	34.73299135	4.0688416	41.28244182	9.57167009	4.58112024	217.34700612	125.81546849	0.54462573	16.94299858	41.50305201	62.12573953	113.8257421	30.24616343	28.43299422	61.06751457	20.28724441	79.26226771	97.94429684	80.0293361	20.11536266	38.94390713	80.1148267	22.01998532	59.48525834	90.5962203	116.64927543	16.1674188	53.44600742	15.86921268	1.58106958	9.83011961	2.35216258	8.89998537	256.86020708	42.26061275	73.9820615	0.94863406	35.03299674	201.15966692	1.14520589	21.18940849	33.5891356	12.89756575	43.2422726	78.50789857	61.88594119	0.60355815	16.94521404	28.49756496	51.21759407	4.8247616	109.39999388	40.71233061	83.25826741	605.2821676	153.66575258	24.33998035	5.03704132	47.22083405		29.82198112	81.89854957	2.4138498	98.09671355	40.82822853	14.61104926	71.02079031	38.20639297	2.8083535	62.58366738	7.05511504	0.61406201	30.69306745	57.16043345	23.32994816	24.64955025	20.87413235	27.97708401	7.51776242	-0.79192447	6.59093523	7.16688681	16.30613642	56.50122557	261.78266104	178.7283243	126.71701637	290.45519555	365.87286669	1.6365205	59.94105267		266.5010567	47.69500359	7.15106547	9.44791425	3.56900061	157.37803513	121.94321752	6.8237294		30.37909253	74.74286202	19.8820683	182.30115502	19.06218769	4.64125296	9.97466983	0.52053187	23.78231652	297.41722211	1.14988276	27.64913845	7.90291115	7.75159206	440.50469771	31.81009781	6.40053646	-4.67987496	33.86606964	35.86203222	0.36501736	209.9622576	2.00267405	3.45517197	23.01144956	100.14689369	45.01218113
1994	13.25975667	51.83507805	10.47325178	33.10709307	61.90383845	4.67754401	58.24895735	19.39689417	3.62517174	174.29356596	12.28293815	10.94781703	11.77450532	159.51089687	44.86705608	136.15212899	72.19967766	103.78945891	59.39775247	1.62996655	18.17227115	18.56558124	44.11921765	52.73976674	317.92544325	28.78395424	55.28011407	53.44787526	31.3063278	10.95554188	2.54653581	2.57166184	83.71549875	138.22276567	25.5982591	4.3474806	52.59800309	14.31044488	6.08178674	206.58329743	275.74461112	7.63303462	17.13329906	44.06521848	49.15212759	62.05397954	69.48588731	30.06677787	63.66086188	19.27438957	51.08365076	171.22691542	62.95814585	34.78823308	33.07152837	237.65665721	19.27095553	50.58946347	163.5118096	89.73561394	80.93452261	46.13289523	19.22069504	2.45591749	7.76206519	2.1462071	12.97382083	242.3196257	48.29333194	84.75731048	3.27232975	25.1524014	185.99676826	2.69390045	37.87281942	40.38145855	20.74199347	67.00145321	62.1171085	31.91557451	0.81361586	19.57446444	22.05173875	48.34339825	3.28819803	110.58724997	47.15104864	113.68440653	922.65108996	119.23636343	13.31961893	4.99376662	68.56028069		25.71124955	80.27401175	4.08335696	86.12750772	1059.45120861	18.25777519	118.12651826	40.67813677	1.80124739	72.36494293	9.86334988	12063.93781832	14.33246063	58.97548673	19.35879627	14.55721336	14.79623775	47.13584393	6.35053374	-2.54863509	12.45070317	6.6789774	12.44959184	119.8988655	149.2142832	217.12158809	116.78804991	262.31704498	385.7802938	0.91795121	75.10755622	4.99106093	173.24107543	63.51368538	4.93602942	14.61710774	15.97232775	134.25028385	72.58234216	7.22511453		28.32190484	188.64312724	17.49429573	137.94561803	53.33291038	11.70945961	9.8136277	0.2778355	30.25033922	306.35373175	16.12610181	11.79649775	3.44571757	6.45913043	727.94035761	37.99067437	5.67668933	-3.49986063	33.46583384	23.43221204	1.26476292	247.06326305	1.28244816	12.15811526	12.00899401	80.62576826	49.84837216
1995	11.73507621	58.01621373	10.2838226	29.86116113	33.05568472	4.25460198	67.66751344	15.37409319	15.66855427	177.16934023	8.97030986	1.91761761	22.10048708	90.98288538	47.50783628	129.92186934	89.05671246	252.22972801	61.02753295	1.63146629	14.43899931	13.49395919	48.60811151	47.92849563	299.59512943	47.44492371	32.64636122	52.06254915	33.52563106	11.17735384	2.79123428	4.99019286	87.50635993	46.85447877	12.99948898	5.84391656	25.05287092	14.22835504	4.68416588	167.45321916	351.592715	13.78778645	16.37858031	32.53552047	49.60201529	67.23460755	67.27528212	40.50868528	62.30875797	15.37269362	55.1953234	132.48525094	40.25423193	42.01153751	38.19606088	107.89142747	19.72909471	57.21335972	108.00385588	89.43934745	84.5502262	65.62784326	-23.69627085	1.79768581	6.3561821	3.04251164	16.51517896	63.66279044	45.1946861	117.78352583	3.71605998	26.40025158	186.96278415	2.63402552	53.58406791	50.85549797	25.25437695	54.21469555	59.33325618	60.20569635	1.18008505	49.39324997	22.21900181	44.20170036	5.21046775	206.53645838	56.37691856	24.43664392	661.79092618	99.5102915	21.10437335	4.47900133	66.65746714		18.54320475	68.67990637	3.65476439	116.94451209	238.0952354	17.64130049	122.323168	28.70197258	1.95426821	34.06574446	4.04469879	8294.67346568	16.9911158	69.07955568	25.39545983	15.92441405	12.28890488	98.51829617	7.2841014	1.25848592	15.16379518	12.96987971	12.93134138	119.02702004	92.68721856	328.31533264	440.93554779	225.93353819	638.59838196	0.91153985	75.06655829	9.6174224	172.07414687	49.31977749	4.72494894	18.22352261	26.38707993	133.12885311	25.08527066	9.31972779		25.84400298	196.32477136	9.85401722	173.65583275	24.81406884	11.28919201	14.06454301	0.02368734	45.27371773	333.84738169	18.82474933	8.26155559	5.36124148	7.29590323	800.17208617	40.85404438	6.27890456	2.24007374	29.37860391	21.37844951	3.67337458	265.2220103	2.04549827	10.38559861	11.51923743	223.23376405	43.07352708
1996	8.9972954	73.14037259	10.48573954	31.89492843	55.14705719	3.47383239	92.25389795	12.26647434	5.10599355	228.66584637	8.2012801	21.45689717	7.62280862	98.42741125	47.30507738	105.45347484	97.70841879	226.27927379	49.5572608	1.56608138	10.40640823	21.71016107	40.41750133	18.23729217	294.43813559	35.00617652	29.44567609	51.12393916	40.79176105	13.4774155	2.12194242	5.26103036	80.22512308	154.81645714	-0.05781364	5.23068932	25.85221865	12.41799503	3.88612566	150.82755016	608.03858667	10.400155	20.3731137	34.49439634	48.16744339	59.74674455	71.70151224	41.87647739	34.95482761	13.86635594	59.65152611	113.67148943	30.97696088	63.83202073	37.29533975	117.3232516	17.17343482	39.93417781	162.73344311	116.7190935	41.98007957	40.63617941	19.62361056	1.93833203	5.29246351	2.6406648	16.8281173	408.67653369	24.39195017	107.56313885	7.57999992	20.85594108	163.36307847	15.12117246	44.11583864	50.18390557	29.12258775	65.15700704	53.35796889	79.92205351	0.74858429	25.17373574	25.51231624	49.14204054	-21.72463047	102.20774823	49.8263051	189.79168979	1384.32006099	114.74145097	17.80284979	3.27900893	71.30366075		23.72197459	55.55797351	1.11175588	111.77254849	304.39261965	14.99930813	186.30111947	25.65078436	1.70553966	37.07773954	5.39657491	3580.88530358	20.74891364	71.35897452	14.7269506	13.39994979	12.05726831	30.23578064	6.27713948	-3.2545719	8.42402808	10.12553605	9.47940784	77.38255957	160.81182717	259.20975182	243.74206768	189.64156857	354.26274879	0.739735	64.38777589	7.05251124	248.20547481	42.32190905	4.08996047	18.12326202	41.33602719	115.69156493	11.47776113	8.57792042		18.92875941	201.42319955	8.80060635	242.00871745	14.63927334	17.62668938	13.82733037	0.09352809	35.73392845	304.56957935	12.0075038	13.68894085	4.14113812	5.51391211	1109.79930799	32.08700028	7.86983635	2.64264682	28.48492722	11.27061344	3.77562361	179.01130189	1.61174689	11.96680791	16.30781149	65.1045958	32.21151411
1997	11.92067459	54.27216987	8.33440359	23.84818523	60.66353222	2.78371099	53.06916874	23.22327879	12.04052031	252.60241808	7.18330495	21.77617579	5.647695	62.14600229	35.2057509	107.55592156	79.1551116	230.73710819	78.95229024	1.37426771	1.21809706	26.72616166	34.60767763	9.21248022	274.60866136	28.73809009	34.86088395	26.98654035	30.38051429	8.84133564	1.63299254	5.05728436	60.16475732	93.70195179	1.00834859	5.95101076	47.37485971	11.13717798	3.60233	129.60424407	206.25567231	7.98079521	13.22851315	30.96609183	46.28031217	44.53275905	56.2638722	46.75536091	29.5199587	9.53763362	56.14731553	34.0216535	32.40257282	51.39081968	27.59342499	87.42997346	23.54046041	49.77636133	109.95977835	310.7358406	34.96572572	45.57285454	17.08884537	1.64476966	3.93232757	3.17978668	10.35141561	214.91763492	29.52110588	98.08527921	8.06438774	15.25207981	196.16400886	0.74842551	39.88395924	48.16141822	33.09813964	71.40777527	46.48754448	32.53790605	0.77764631	28.93368071	58.38292142	33.52198316	-11.14605282	88.99467678	42.53165718	58.34436306	1049.09520356	98.23851463	36.44268887	1.2028199	78.58309945		16.99035318	57.82764543	1.35562437	97.26571434	246.17118158	13.96250519	73.36062407	32.73959462	1.76136186	44.62700295	5.20558026	2130.32865609	19.24729863	62.18520914	16.41024835	15.9589339	8.63799033	22.32413016	3.84816548	-3.4559226	15.23162283	9.64854924	6.11256947	35.78405696	168.70056278	168.69864222	55.05352479	163.36849801	246.04102281	0.07110786	46.49389596	9.95023967	219.50815834	27.22075479	0.74890774	13.06202182	48.61488965	109.97426543	10.22917746	11.52871192		13.73999288	213.45012138	5.46708442	165.97491496	13.05475979	14.47190229	10.26959795	0.49891516	27.89378765	265.67723452	26.57484497	20.77887478	0.11197138	4.78057454	1085.97771381	37.56293132	5.43125642	0.65135338	30.25853312	11.39394437	5.91696799	154.75911258	0.32402502	11.04569573	22.24631959	63.52519038	28.88806977
1998	8.3190754	86.39215502	13.90631841	21.82804168	136.30341226	2.05082977	62.48932252	15.06401274	77.77013208	325.43747358	7.98441056	63.78697196	4.05717729	63.06243901	31.71889846	92.91644718	67.85306058	245.01530678	67.42491403	1.53493888	1.03404519	29.34501306	36.47826931	11.11458874	314.58403559	26.57986557	33.86971779	34.70594831	22.45029763	7.18132551	1.93153614	4.67387558	78.81532326	22.01818503	7.82882186	7.26081495	37.9989202	43.38074219	2.83210897	119.00686054	275.70779792	13.07455791	14.8428704	29.82072947	32.33487966	39.67799205	76.50789238	64.69939763	35.676308	10.56253448	46.10397	38.15185652	31.86272196	45.60698094	38.34362414	61.35871547	20.68441657	45.74232751	83.17076483	100.00291499	42.92889663	45.57581058	23.2255893	1.57820094	6.15235106	2.57238197	5.32505403	187.05347576	8.8543948	83.72008428	13.85830588	13.72738218	213.59032929	3.81733363	40.99004647	41.26267494	40.27490094	92.27797338	30.96333184	28.5961464	1.06797028	36.60334189	32.72853357	41.19273893	9.12246103	92.49566922	33.4750123	56.47048104	843.59360438	66.44454413	34.67800332	0.31273323	72.92626389		18.89724564	61.85043958	1.58798647	104.42731975	200.62457515	13.34598314	102.73809611	27.72119839	1.7481122	246.79164647	6.12229453	4841.11047567	11.0084137	64.28071752	11.88173448	19.20721268	7.93764596	22.69800025	4.82263244	-1.08042138	9.34936344	16.29641471	8.02873964	50.28580526	154.77154557	40.58213496	191.63876045	190.11913174	203.54720152	0.83858605	53.71116433	11.17451712	307.97835148	24.31367974	0.41961074	28.69559728	20.00619826	73.27835322	9.87484732	11.80433491		17.31898751	204.14753975	8.11861623	126.02264442	10.00154647	26.64335029	11.36378755	1.9272425	27.73046206	207.03656532	11.53999521	15.87404809	0.45801653	6.23771251	556.15088483	29.52340694	9.41573331	1.22991	31.37118451	8.36206541	6.57513236	165.74244186	1.72573944	13.45004747	23.96551105	35.28616139	22.24723238
1999	7.08249885	156.33265849	4.50570377	24.42447591	145.16431626	2.25901513	67.73669497	21.23135397	39.00524808	97.21305977	8.0312546	-2.18150884	4.00224106	198.34379391	31.87826393	113.55181255	62.95335384	343.6063845	37.81376883	0.83786627	4.38362531	33.04324189	35.34261756	11.9831525	325.76536242	21.14085344	28.7495248	33.37812478	23.33510225	4.69438333	1.87824591	8.16370123	41.76964138	46.25411834	0.88793308	5.35784857	57.56714966	30.85363142	2.95102636	107.36128612	142.20656907	22.23224291	12.3073994	23.99816066	33.86580396	34.79067969	66.98363784	59.56757076	29.32285787	9.99782258	43.65610003	39.86462643	26.89649545	55.38686807	32.43026048	101.5337416	24.66803047	29.52669536	44.6848389	74.19204954	25.69638244	118.37477525	24.27262365	1.43610452	10.22197931	2.49209606	3.36767808	155.48819387	-6.544669	86.49071719	11.20529806	10.00843667	252.86552257	4.26820079	41.87717346	47.90902888	41.08238582	51.90030597	15.68029822	34.80005873	0.89083969	37.51569947	23.71270705	41.16147239	6.43961457	111.2159171	33.29814079	64.25583648	1171.80375721	86.93839318	35.57420155	0.47135543	74.30263323		23.96513527	47.47515816	1.75504799	101.27215517	626.85426268	12.43004557	119.76258865	17.13369997	1.27444185	23.57091164	4.42655845	1536.24887618	8.19535035	37.1595233	14.19384391	17.61158077	8.6805364	30.57337845	11.11333171	-1.1719177	25.38196644	17.3283658	13.18659007	49.74379091	109.119257	166.07737226	153.0209791	142.04578095	196.62199178	1.09683159	56.01377703	73.83498793	166.70003623	16.52259612	-0.28067578	59.04541935	15.62165863	99.77788326	13.52647594	12.25276892		9.75015509	186.08158672	9.25168104	72.67179444	14.32309914	18.40460477	16.30759773	175.02388778	14.96301059	198.20466473	21.30661051	26.3616476	0.19987994	5.67605138	425.94178286	26.47565544	11.62861913	1.1227132	30.35104088	7.74484949	6.40052735	171.57768928	1.84415767	15.68642217	27.23395253	61.45713611	20.69151291
2000	6.54524908	101.57399134	6.44154609	18.43252206	129.98802892	2.02219658	70.33170784	17.31065486	18.35293258	90.92550564	7.64809947	6.62956548	3.6427602	65.30265504	35.64985863	79.69354106	50.61372308	196.7196401	18.63286433	1.46278103	1.89094924	38.40233763	15.48766003	14.62798002	221.05293015	28.42888903	24.31103294	20.84923736	15.71750121	3.29414991	1.35525085	5.10648937	35.60378839	10.28003963	6.42544879	4.0507178	57.67061759	42.50695865	3.7880662	100.67212001	219.38262359	7.2361829	12.23629786	19.91571797	32.68381289	35.0885883	77.65616591	45.62182831	13.05906328	10.38583573	36.21405978	9.64701718	37.67147152	39.41832737	31.15590528	164.04602273	22.37625444	18.61605836	67.4849432	85.21289304	21.46080442	60.8182216	24.6729393	1.30934323	7.77930273	1.9790197	4.33363618	134.54538544	5.32263938	108.18556049	12.38647826	16.07780714	200.58053794	1.90208614	39.29309541	43.88112717	37.9967688	52.35540847	18.28507809	23.66903726	2.56630732	27.93387014	20.57994568	40.19732739	2.0975025	64.92576626	26.3135593	53.95669688	935.09869339	85.02340487	17.5083766	-0.40910073	77.40414259		15.53744187	51.23045714	2.26114474	84.92780978	387.0343493	13.00023822	99.01347376	18.4625937	1.42128334	35.12828335	3.86122074	2048.26219996	8.8934123	47.02450257	15.06424187	15.59602747	7.08792838	36.13924611	3.27444407	-4.18200064	29.18390512	19.458904	10.61248686	40.51835558	90.51108159	70.75547033	58.44860874	165.37310914	245.59972043	1.06272595	44.10715031	119.55274094	291.3652236	39.4017322	0.2705472	20.92714687	30.59299464	165.70340895	11.52244395	10.89692975		11.84549259	212.3133031	8.259939	73.95784176	9.73502431	17.98006454	11.13011296	261.50937991	14.13977589	167.61601515	-1.23110039	22.95344371	5.19558806	7.86735867	429.08860837	36.19129971	11.12493063	1.02103754	31.7694372	6.49148373	7.4784151	191.87518478	3.22993341	18.58668978	17.96764387	76.29170981	14.78266763
2001	18.99199969	85.80052816	6.32274831	16.68441709	111.12262244	4.2290349	69.31883557	28.1690489	24.58545115	101.51243288	7.06018239	1.17433776	4.13294773	88.17256485	39.6256594	90.46737991	78.78097895	170.43739341	17.27500415	1.42226648	1.02929974	43.62162384	32.72946457	21.33921054	179.15955566	29.58386465	28.75840195	20.47546251	21.73299622	3.60012873	1.15281791	9.93443091	49.77558725	22.96196604	3.53736705	4.8949026	51.75606209	30.55003586	5.09286528	81.03473652	282.61400775	13.64059435	13.26012454	18.53657406	42.67756947	20.96057666	119.88777301	49.21899868	28.75865188	16.1914515	32.16520519	6.86800111	38.77006297	68.45038525	32.63918069	109.35471961	19.04915116	34.36464086	49.45786923	85.77493763	19.75069711	83.27270853	40.9566878	1.60893938	6.80034326	1.72402604	5.06853498	28.43740876	22.02111242	86.31046343	10.03339565	14.38144851	128.95484477	2.22985797	26.07781517	37.82730888	44.59256829	49.85468581	27.28740105	13.02672223	1.27681093	37.49111395	23.03250366	35.96045925	1.23707696	77.88787372	31.20585335	4.28941989	1317.03330191	104.62532087	17.82377471	0.98645888	75.75651248		16.95545319	52.76457532	2.66108378	60.04934132	710.44135717	14.28588298	160.35202296	22.03829368	1.33834111	3.6209799	12.22886349	1767.92154612	11.26991767	34.47077064	12.69056562	17.20530706	6.94314137	24.87672759	6.35758933	-2.3336577	28.47796406	29.40422975	7.47311687	37.01305451	227.11986266	103.23420778	75.25974702	232.67615411	263.74689351	0.61831904	42.2056279	138.58379201	162.71704522	70.38812539	0.20847897	30.37780466	63.17620837	139.592263	16.25172198	9.41119232		14.06323132	301.39509221	6.87352848	49.834863	9.16586578	25.74024563	4.47519092	215.45381915	9.10406988	209.58144016	-4.85991555	37.39260564	2.07595168	16.41730324	879.9324913	33.98830974	10.63662165	0.71758988	37.07629916	4.93764645	5.95932386	153.53391877	1.8266307	15.5558723	20.75132991	53.38846889	13.43603402
2002	54.12602414	98.31797606	5.84270452	23.6326343	172.54591725	2.62700157	97.30465937	42.38338077	15.30925686	83.76635992	6.09459348	17.3723498	4.04784281	88.72391043	30.36707971	97.43111149	68.66547404	147.83786123	21.88735864	1.31677211	-5.24832977	41.54588653	35.81440779	25.64244896	208.82482419	32.22812665	37.03109289	15.78326204	25.41792389	-0.450766	1.1561689	11.2111545	48.43014667	17.25785864	3.22854221	5.54570214	35.05744303	15.58387535	23.5839314	99.20382366	423.82589321	18.45506981	17.76700469	18.30774533	41.84068951	30.60505298	91.36018054	39.34949296	21.74565808	18.88652007	41.91316133	55.62326122	45.9102043	74.48974133	34.04905624	98.61438368	20.74232401	29.60490599	47.73391537	63.45421095	17.3574855	55.14147403	15.76920349	1.58984966	5.96256527	1.70231611	4.54758351	122.68306706	10.59475086	105.82388137	12.63940088	11.5022198	230.44853667	2.67198132	31.75812941	42.66329197	32.23969742	48.78287991	37.93417386	18.18015367	1.26014781	38.37984482	22.3046395	32.41855176	3.69045577	73.18524291	36.1955748	27.68860344	1064.19950241	130.83056188	19.8451499	1.33304143	75.129099		12.37117372	118.17057909	2.49527466	72.92390965	1160.16633014	13.52847501	79.71338583	24.26663567	2.32938664	32.96557448	13.04950872	1601.66984444	9.4563851	33.38459729	11.9288682	18.35875685	6.79872457	22.77139443	7.8330774	-1.70647437	34.22024737	19.13442889	8.84559974	42.67086667	622.12186463	208.85615913	42.27762775	215.63403954	176.94133708	0.76953694	43.29961576	223.0404881	689.01126711	77.17030621	1.75177561	28.26786827	26.54905024	60.12392304	16.07353085	10.98483125		13.10847578	287.44488365	10.62296694	25.56881791	3.67698961	24.07084842	4.64810681	237.40136605	9.83829277	181.87693999	-7.38328098	22.01846412	4.19738282	9.56829249	1220.68175108	29.12434454	9.92517015	1.10096414	35.6710781	4.87365451	7.21242427	140.7230603	2.29438511	13.05179121	11.73843577	73.89280466	16.65761454
2003	64.9566471	112.02953594	7.41503925	27.23287953	70.98637156	3.09074815	82.97055602	36.12179859	12.39129708	169.21619435	9.6577981	77.53407547	4.75037537	47.06266723	40.15527446	116.04867579	85.63276654	144.04417836	16.17286063	1.26121202	1.330333	53.74084559	42.73852995	32.94177196	323.00939452	34.47060588	52.71334506	13.26914332	26.8820508	5.06825115	1.03516035	19.670295	42.19727717	20.3351122	9.60842677	6.81616706	14.48324346	25.71214188	105.33725568	104.33903754	156.48626668	9.68439877	15.17089655	13.96724478	35.27149696	30.48043501	121.86213133	61.40269316	33.42797452	22.46289294	62.80036957	-8.27306577	43.65053428	53.94521688	47.47110154	103.65085366	20.74400489	28.63329458	113.27852798	79.5553046	20.98176848	44.64474944	24.45337411	0.64856951	7.89176235	1.92372774	89.20624831	70.08024534	3.8937965	243.13787592	19.17610163	15.07838538	182.68797324	2.55363323	34.76586854	45.48796375	49.16635886	121.83089393	39.20519297	34.70201175	1.40733681	108.6233568	31.56175695	43.29684033	4.46660995	56.1647411	46.41945069	22.72625133	975.03041369	91.29727389	-12.01000541	1.121836	86.50884443	13.25558085	19.62167313	54.29179831	2.59652824	78.96278983	1615.61555452	18.05678289	139.32804311	38.03135955	2.34911688	26.95120602	6.81414188	1303.75529597	11.38652642	35.8069197	11.62794207	18.60134324	8.72670473	30.84245189	7.06961543	-9.56467858	28.52914534	27.51928592	8.60571497	39.2606883	1.96725619	96.92892556	57.88297835	187.45668808	251.65385774	0.61407214	43.47401252	141.0296235	109.43163545	64.82699793	1.71218491	29.97679102	28.27670986	138.56326983	17.94932222	13.74488397		27.35689702	302.69608417	21.05292247	22.83077019	6.79807893	20.37743395	-14.54054161	184.80429811	9.39663971	223.51417527	-2.44631363	30.33297733	2.53656402	6.19448806	635.54091201	38.63313663	6.90086147	1.33623175	47.49217219	5.1960776	7.46045256	165.91273784	3.2256266	18.63802173	12.85541136	68.4434403	15.59978149
2004	91.74418901	96.92443586	9.69559886	61.01724736	23.64742898	2.52883904	85.35298924	20.81089976	14.04859943	70.15759698	10.37548069	110.06854487	5.19308833	24.23006195	50.55352992	112.9132452	77.92000713	182.26744606	26.39996002	0.96887892	2.14225694	79.84500165	49.68161077	50.3134752	314.87957965	31.14994587	45.23584358	27.79374986	34.11280324	3.37871341	1.2923965	12.73958143	43.33338774	32.98990265	6.09681636	8.84148789	59.24327809	27.21436864	36.16338657	83.37232401	417.69076134	11.60071873	13.55874656	20.26153382	39.40037135	40.65840055	96.88915252	99.32016154	21.35854793	24.65398947	80.1233442	29.57627111	40.98831703	74.35495611	66.70685079	149.50261995	18.24735054	30.78852131	59.26948811	135.89240756	30.9558372	74.08670732	29.85917021	0.68899949	0.43692907	2.73598977	176.73780246	74.86112446	31.83466378	108.35195198	17.86293232	18.4067652	160.88753806	1.67689317	41.02207022	40.79333766	71.00286783	58.36025643	47.51357462	68.05278879	2.18907937	73.75632107	70.35446736	41.24749933	11.87861554	85.52198557	47.3196133	15.36666515	916.36680683	66.26529534	26.98105012	1.30057962	87.92282208	32.72441612	25.92046804	62.49400954	2.54198077	91.90470271	1388.04764789	16.90288003	205.9505034	41.80127896	4.27703387	41.03005995	8.47357463	995.92169008	9.4728134	41.2558709	6.02908326	17.34274787	5.4893994	39.58796172	4.81859275	-1.47525129	28.76705726	42.21682529	9.15841272	56.57958751	-1.72700383	-133.91339861	97.49354887	170.10363646	219.07686102	0.87495243	98.64306036	125.47276263	121.64141661	69.23635575	2.1880676	43.48466939	31.26278183	265.09707263	19.86920154	13.35564565		21.0629176	331.16519057	32.9176473	50.23496848	5.97436817	34.36003653	0.79790382	165.90372511	11.91161977	202.6662888	-1.17818953	33.29482603	4.3109386	11.48957071	812.48105134	45.56975203	7.97141107	1.31741396	47.46418025	7.37019501	9.324089	189.10166162	1.79523511	19.96067567	13.63964583	97.69587256	15.58247836
