Year	Afghanistan	Albania	Algeria	Angola	Antigua and Barbuda	Argentina	Armenia	Azerbaijan	Bahamas	Bahrain	Bangladesh	Barbados	Belarus	Belize	Benin	Bhutan	Bolivia (Plurinational State of)	Bosnia and Herzegovina	Botswana	Brazil	Brunei Darussalam	Bulgaria	Burkina Faso	Burundi	Cabo Verde	Cambodia	Cameroon	Central African Republic	Chad	Chile	China	Colombia	Comoros	Congo	Costa Rica	Cuba	Cyprus	Czechia	Democratic Republic of the Congo	Djibouti	Dominica	Dominican Republic	Ecuador	Egypt	El Salvador	Equatorial Guinea	Eritrea	Estonia	Eswatini	Ethiopia	Fiji	Gabon	Gambia	Georgia	Ghana	Grenada	Guatemala	Guinea	Guinea-Bissau	Guyana	Haiti	Honduras	Hungary	India	Indonesia	Iran (Islamic Republic of)	Iraq	Israel	Jamaica	Jordan	Kazakhstan	Kenya	Kiribati	Kuwait	Kyrgyzstan	Lao People's Democratic Republic	Latvia	Lebanon	Lesotho	Liberia	Libya	Lithuania	Madagascar	Malawi	Malaysia	Maldives	Mali	Malta	Marshall Islands	Mauritania	Mauritius	Mexico	Mongolia	Montenegro	Morocco	Mozambique	Myanmar	Namibia	Nauru	Nepal	Nicaragua	Niger	Nigeria	Oman	Pakistan	Palau	Panama	Papua New Guinea	Paraguay	Peru	Philippines	Poland	Qatar	Republic of Korea	Republic of Moldova	Romania	Russian Federation	Rwanda	Saint Kitts and Nevis	Saint Lucia	Saint Vincent and the Grenadines	Samoa	Sao Tome and Principe	Saudi Arabia	Senegal	Serbia	Seychelles	Sierra Leone	Singapore	Slovakia	Slovenia	Solomon Islands	Somalia	South Africa	South Sudan	Sri Lanka	State of Palestine	Sudan	Suriname	Syrian Arab Republic	Tajikistan	Thailand	Timor-Leste	Togo	Tonga	Trinidad and Tobago	Tunisia	Turkey	Turkmenistan	Tuvalu	Uganda	Ukraine	United Arab Emirates	United Republic of Tanzania	Uruguay	Uzbekistan	Vanuatu	Venezuela (Bolivarian Republic of)	Viet Nam	Yemen	Zambia	Zimbabwe
2005	109.73220671	102.07300954	10.47912335	21.33829591	98.94184306	2.41354964	57.90165209	24.64101228			9.00216096	-2.27996524	6.06666961	41.29697978	43.73217668	121.41922953	58.80224279	143.38443852	26.83042497	1.16715941			52.01858022	49.63843651	351.74521767	34.12098854	23.48899933	22.03111179	38.27415706	10.55138282	1.35134647	15.07864527	37.8336389	393.49671145	7.60937351	8.00420113			34.34825849	94.6954198	299.09323619	10.44270243	18.64624547	13.85408523	36.10137623	50.87208475	123.72936835		45.32421132	25.26801878	80.42784721	36.17273686	39.35883084	69.67434389	52.83789198	502.5893718	20.57723235	21.17659626	49.63823582	135.84290766	39.8715043	87.0574544		1.6346669	10.99918623	1.44304206	819.2876184		15.96715328	123.11731199	14.62071527	20.65725966	288.56464422		46.86779509	41.95125651		49.10230617	34.28660295	69.01247014	4.11132661		49.96258461	45.43420688	1.1373803	226.49904066	56.71711607		1018.69448062	62.42977578	28.15034372	1.88669992	77.2632031	6.26228917	24.05603254	62.93864448	2.95873761	58.49407282	938.26155271	15.81813634	120.68158586	38.39341077	46.10081297	7.58186982	9.21187174	1196.42135444	8.53997137	41.32318157	10.92358537	16.70199078	6.80858954				40.80257974			64.78458929	55.70733149	65.35787908	72.36436408	240.53816195	207.65596908	1.0543255	63.24095554	116.21830998	194.01706406	60.2200412				418.77517628	22.99447807	14.22768411		53.19829359	283.87996442	59.00286464	85.85255119	3.87230048	33.34208165	-2.51589101	185.52349454	14.72117892	325.94045457	-1.85885512	36.44583923	5.88084879	6.10980556	902.27072699	43.17672597	8.61789992		38.81501727	5.52110472	6.39743389	192.56314082	1.84621586	20.20071819	14.72093679	98.60205718	30.88096045
2006	109.55335089	105.79098496	7.1543635	8.11517495	39.65423407	2.90685568	72.80868289	23.62067116			7.29358167	-3.20749612	7.8555126	26.53275583	48.71792751	140.58326108	85.95650677	142.57101245	36.28171551	0.58564887			65.11958364	56.78608135	296.50170324	35.34355486	94.1763833	32.43991339	27.80210568	6.0466512	0.9477823	23.25738508	51.08336646	68.96932582	7.3318559	7.30026105			38.83555806	145.21353772	278.00559755	8.13565411	15.21190908	11.82498545	29.31870778	33.41006953	43.24227718		33.56834921	25.92139962	67.40196726	21.82297663	47.25268181	85.25386707	55.24138037	255.48418558	37.37173929	18.60021107	64.0252246	173.527966	56.88092716	67.88183853		1.18712675	5.36359364	1.66168809	323.85893887		14.776283	95.72986865	11.49295692	25.01126322	270.50805543		52.79859229	52.55491766		172.07589837	35.77507506	78.36992118	6.37180247		41.54655526	55.71813632	9.21152677	104.09509984	65.83163886		992.19944107	69.51362551	15.57704626	2.28616251	71.28190741	154.71066618	35.7585181	77.89049	2.95551534	75.75135104	1782.84323372	17.3597055	113.14426363	38.31597782	80.20272137	20.95124938	12.55625556	1913.02120182	11.44273088	41.17564173	11.6670936	16.365351	6.77004187				54.22230888			66.94317373	110.49373627	112.71148151	44.19808282	266.76028617	142.63093759	0.991905	76.37842299	172.70992692	153.13644936	65.24692693				415.10249092	36.80542055	14.91540493		34.77918408	371.40732865	64.69747104	124.73975202	1.04516142	29.87465639	-3.25424301	205.75795587	13.85244669	221.79837059	9.43532386	42.82334775	8.27932561	8.54657511	1406.40438251	55.62295893	10.39813498		47.72980268	7.40060697	5.58161568	231.31929971	2.13220093	19.97339885	13.91216621	120.77609936	22.8900565
2007	183.85646543	101.72403327	11.56116391	12.43604564	59.38425747	2.27369505	119.99529222	24.45027543			9.17227341	67.09699916	9.01111483	71.16319273	56.21547177	143.84701949	45.90603701	159.21691521	56.02364846	1.72823451			66.1463691	64.17393596	349.52965172	46.50381349	103.57024634	42.87990066	34.01543321	6.42823412	1.07966313	16.95958425	70.21245969	30.00936753	14.62326283	8.58137046			23.06561123	139.88349229	274.72916597	15.48690813	16.09198955	14.55527325	17.61109481	38.16543133	52.90434928		48.59727576	32.3095293	60.84778018	36.13422775	59.27385678	91.65894527	50.64112431	248.04388687	33.94298784	27.06510632	88.95926074	104.59800078	65.57219301	52.19170964		1.12339361	3.17178006	1.45465549	329.77177597		11.43691503	100.95615228	16.63788922	34.34512097	284.98617262		49.09358648	57.879376		205.34900663	65.88065881	324.39309374	3.24865189		46.1486142	57.46372477	7.56538987	100.8139132	74.79129586		951.36137628	108.93011677	56.09089877	1.03013173	81.76746193	170.5258969	39.12344023	82.35886669	3.94768563	110.0664067	2601.05632849	21.11127282	130.55301812	39.18516727	13.38390299	80.52952576	11.94161636	1169.68525745	-36.96646211	48.27199219	20.1152641	11.34152505	7.11690115				65.44589474			84.11259965	72.01323154	115.96001368	606.82294292	214.782051	307.10114852	-5.20437349	74.04160536	92.56592979	67.49406012	91.91369388				481.92256599	35.53570892	16.18737343		25.52761142	457.10867212	65.52996059	294.04457043	4.2357837	27.81243865	-4.64219446	270.13048342	20.68961986	312.15575088	15.6444643	31.68351057	11.43487745	5.90742538	1046.09057446	58.94764556	9.0794302		69.41277704	11.11727097	6.16363808	262.54875028	2.67986883	27.47191771	11.41312506	81.77984684	38.95749903
2008	173.55029195	121.50466644	9.35284588	17.00987279	71.08227945	3.11924902	101.81196574	25.51613565			12.23686072	33.14924926	11.75729442	76.16794376	73.21216439	117.65738894	60.60408158	123.86192909	377.47253423	2.44039536			68.10066253	64.04422004	461.43672794	44.12037435	28.66043325	60.92852175	39.50520692	6.16102654	0.96451646	22.12836058	63.96572404	121.30913172	17.28162035	11.16937629			29.24789063	172.49722528	301.85374862	18.75010732	17.09028905	21.2030779	39.68024186	37.26597172	47.47970903		66.67949473	39.99518261	53.32664798	42.22482595	56.01768156	197.48479363	55.68576639	301.54469819	38.51805101	36.06400639	93.77747353	161.20458131	85.48323343	57.90409855		1.67538154	4.86546582	1.39308311	348.2216994		32.28404988	111.96416532	21.28844473	34.26318287	273.18752068		60.18684388	75.64379078		224.2218598	72.82362337	346.57913401	12.24677028		42.36746576	67.36209162	5.74056355	154.11357849	68.56872155		947.3702789	137.97248455	87.69735561	1.33826322	87.62874445	168.14418717	46.08456352	89.47013116	10.70686681	100.56367605	3161.94329667	23.04982304	116.84825033	40.35496184	8.60932472	27.13602163	6.17585919	2260.53030337	10.07905077	43.92362797	22.78461656	16.61594645	0.73573762				72.49654219			98.22004903	971.81285431	98.17012155	242.43319422	221.03998648	276.35254915	0.02742527	88.78438912	107.71288132	82.80817879	61.84623356				445.32209895	67.19815406	22.39698393		31.75042574	640.46599472	77.62747774	193.41663407	7.63355222	32.47745797	-9.25147968	257.09949528	54.26884507	248.00742271	7.06760016	36.3687875	15.86909978	3.67116361	1526.90256907	54.00250984	13.37450698		55.69725764	9.8376726	6.49509993	414.59725706	2.17326593	26.90651533	19.60154735	86.75699589	49.49694064
2009	215.29008218	120.12940067	8.55807507	10.61282242	49.11059369	2.86615646	140.43864435	24.38039715			7.41998651	41.79903026	10.41220669	83.39292168	75.74977504	149.44076215	61.8819421	111.70935234	144.53582226	1.93314123			71.57340578	68.56075757	404.32164965	45.26379111	32.53120341	55.59265971	48.29785111	4.49835197	0.83853634	23.67103354	75.42506254	68.50243673	24.90964433	10.02608846			37.82872886	200.3213281	507.42435585	14.58012468	15.13156649	12.11243663	47.48868217	35.24887802	45.71270902		52.73948422	44.86195021	77.79662955	49.68369868	71.92533037	192.75929965	65.56136654	433.22905301	26.58237814	21.84361072	100.67927779	148.75929609	101.1181219	51.33128543		2.01737474	3.78295158	1.26938926	96.33848256		54.46665519	107.41219651	18.38058525	43.57950182	249.18753585		52.37775215	60.68352483		120.52293445	61.43804146	136.05019966	6.52756534		21.12439012	54.76367533	5.04488215	82.3167544	67.52836832		1087.36997901	110.79717234	125.42644734	1.65991057	114.72836343	122.79008796	32.7588434	87.95041614	7.08372933	159.11763541	2355.95779841	26.37265135	115.12063669	29.70561847	10.6219383	50.2366695	14.43020262	1909.23992176	18.59346339	56.74217318	26.22822599	15.38412797	3.67573539				59.98269653			95.49953643	66.05074257	226.39253572	265.76048947	366.9948652	173.18921226	0.01088985	82.5279609	69.05858006	255.09979124	71.30701497				399.43165479	56.46505055	21.28057882		30.13788553	714.47592124	69.63312099	295.38551761	9.60205671	40.49695088	-0.46405668	197.71270769	79.11096905	354.67817621	5.07221841	46.90333418	19.01588971	8.11509201	1529.81852542	56.87003012	14.24203948		72.60092616	15.14474819	6.10037932	438.6216269	2.10659549	38.21270009	24.83960127	96.16392668	58.79716648
2010	213.64436018	123.83528362	5.5937815	10.06882648	223.33295294	3.18639454	111.32605177	17.32417405			8.99424741	55.22257364	14.46408314	75.04690668	74.92672988	141.85224531	55.7560443	137.95251049	77.83681302	2.37479619			66.94045951	72.34191886	663.72474035	47.58456003	26.5583655	59.49258987	41.01025002	10.66137279	0.49085682	14.88389773	101.36350459	307.7142225	22.09346746	11.79867872			53.95666058	157.14227759	457.83541576	19.99047537	11.22701478	7.23962019	48.90459714	90.15090468	51.19483452		85.59024248	39.42447981	88.204914	65.43130768	67.53293888	143.65606108	68.49259116	318.65720084	27.48109744	21.68037274	84.72333235	141.9879157	290.45609839	56.56770264		2.29391825	5.47383235	1.52435145	73.24093076		50.20523519	131.48035658	13.04371428	38.81116971	230.93364867		68.61297711	62.2818896		89.86154759	128.30887729	363.91160856	1.22788142		22.56609878	69.93654201	-0.21766853	241.38024985	72.52537923		442.32714652	106.92289661	99.83548766	3.98560969	105.39350449	128.2599602	30.46991001	82.5754615	7.01411488	123.33419381	2775.50211676	28.40647449	87.76698372	45.03030121	12.94838255	-7.1051989	16.34786567	1601.87146201	35.58083862	70.34801794	17.98330584	-10.29672418	6.19846703				115.76103555			102.90419207	234.233122	236.36928478	155.64382396	669.23376092	278.25825864		73.85939916	73.56812258	590.86477168	71.43484883				630.56373951	41.98644795	20.23294389		27.56871236	619.52367932	58.64377347	190.52172367	6.13503785	51.53840195	-0.3029986	265.15363932	62.81539749	637.80882752	3.26771807	51.72894695	14.51173257	8.60982555	1322.11765492	52.1195099	14.33981462		66.75403747	13.66664747	6.94840225	463.43177948	1.86744405	31.48725639	28.80951083	67.5673198	56.11476552
2011	223.98141176	129.57723192	5.27393405	7.96592671	172.7731101	2.34871335	130.70929418	31.46307388			9.63013223		12.72394926	63.56060445	71.09419115	171.13877822	53.45859103	170.92337054	58.79708605	4.25634487			61.06113485	63.87743425	503.890877	47.58475889	29.27717117	60.82641941	37.02455481	9.35382895	-0.43851146	22.19730729	78.3352984	59.44240777	7.6730713	7.76742496			82.7870191	165.63757454	344.65253461	24.72379299	11.89329381	5.01282108	47.88451918	24.87685625	41.50942453		115.75246224	38.78292306	87.31242351	41.22569239	73.43050843	133.56000854	71.05287487	112.65521448	23.65207887	19.39645798	77.18509797	140.44671515	149.14972604	42.36103987		2.61557348	1.46098175	1.41743229	62.31638519		14.51910335	127.1196694	12.19053022	57.40897142	616.22190209		79.35226134	58.59728428		91.40484032	128.14197325	189.73497092	102.61806129		20.57030058	53.35341088	1.42438503	130.96167822	81.70501122		1495.293975	106.07322899	148.42447564	8.35832238	121.80741046	202.52018285	43.93405347	85.39410732	7.45137188	128.99812188	3727.28163465	27.71028849	90.89900654	37.667464	11.11672919		20.25939077	1381.56414569	29.93137218	82.50318654	12.62713029	20.18567634	-1.42167966				113.1824224			122.72117894	318.75733645	201.03909647	163.96621178	473.67833109	398.22027497		80.91261511	153.86064443	247.27366963	64.58550104				605.47864146	88.79709901	26.86286525	44.33358848	30.03358751	586.733253	49.29041003	142.62571417	15.91513847	36.6521271	-1.98642202	247.6925935	82.22938461	855.17292299		86.13302974	44.77293475	7.88933129	3505.5524186	46.98541556	17.05244521		53.46270833	5.41121994	4.96186524	382.80213053	1.69586739	37.49238338	20.05873203	73.69716216	56.03861615
2012	213.94336347	119.81781065	3.94073415	9.70251427	23.11767799	4.25719541	93.80637234	30.95518515			14.26469053		10.92380919	77.54414657	52.20133063	230.40784099	63.76378555	157.56572299	35.82651265	6.46574112			69.53728941	56.69158949	486.18381998	54.64581822	27.79439431	51.39740305	37.16381464	7.36076778	-0.1304213	16.58682672	140.37147895	31.06959738	6.07081503	7.61829518			41.23643923	171.01007989	361.92463152	26.19295089	9.56824676	20.98337249	35.25372771	14.01292274	41.83558471		83.03645723	34.97676695	121.80587903	39.35011918	72.95461241	162.19839301	69.21290262	71.2876433	19.96559013	59.45907648	50.04420594	152.13373547	124.21809234	65.52600214		1.32870614	0.27776022	2.00940207	40.7927098		9.87288379	143.07852829	7.87152312	59.84330888	617.43715312		83.69350595	63.72849586		128.49925006	137.10255831	137.03006241	13.85991948		16.48972614	76.0528237	0.63024221	142.81362618	62.30360872		1478.523037	110.55818909	140.9505729	3.47843043	158.08061562	164.69865902	44.2555962	83.32571285	9.81314259	115.01852008	3514.20668231	28.51811589	88.97907864	50.0775245	11.45837326		10.77215233	876.66572374	13.61839544	87.83511414	16.28433183	13.06682284	-0.03466627				116.66164277			83.28603466	435.83728817	151.70898614	76.63577645	620.28992123	269.1168549		80.27017102	121.67403972	375.23756047	65.51126496				548.67588758	77.89399037	20.17369514	117.29298961	23.90783625	472.96379393	37.8277695	74.55006397	81.78537814	50.06198362	-1.93658316	250.3437899	36.18054099	760.97960116		94.23164603	41.68956885	7.14895062	2371.55617482	47.52782946	16.98559664		59.97976752	5.13765287	8.6898162	408.56897634	1.72985594	45.80425211	29.08572256	66.16869835	76.36893998
2013	159.67168222	92.97511078	5.3334892	10.97564412	17.37515062	0.82306312	96.75616463	-7.54677437			17.23989086		11.36944624	148.30477965	65.98968556	192.61230867	66.61686648	147.1264936	52.05689592	5.7488735			61.21318747	58.57571564	479.0714106	53.78625532	34.0603254	45.59858706	34.74470135	4.5846938	-0.47169901	18.44243288	109.54659251	32.66232802	6.92096826	8.81524858			36.21150951	168.9694055	282.74123719	14.62049158	9.58270018	62.35542634	26.99296967	4.30132711	24.77865676		108.37811985	40.7349975	105.3833069	47.99484835	57.18773008	159.63391655	49.91686576	115.83403961	31.84186367	42.92184812	64.08580038	133.33666701	110.7745735	71.13352139		1.91775399	0.27588775	1.72079789	46.49205908		25.04276276	164.37742353	5.33063392	72.64589422	602.3895174		94.12330234	64.71647182		105.1240138	158.08015143	126.15053671	20.38336514		21.7444522	71.50259029	-3.84506748	52.21467392	84.95881231		1646.49672183	77.20765471	116.08513028	4.73284074	149.39361812	187.08628881	59.57609442	90.47855678	75.9099918	116.87454994	2816.4184953	32.44554254	81.7819539	43.08731203	14.64621998		11.47370492	2012.15691467	2.40128466	84.41284672	20.07750009	12.21401809	1.94252019				85.57681394			100.47507016	597.08311948	142.86921839	78.43570903	592.5689109	279.8371478		72.15563965	87.48508442	293.58544789	65.4241904				507.29087194	80.72590982	24.12757185	135.13239931	19.51163816	600.51170356	40.65891752	56.31332224	185.81281759	48.45664409	0.42248447	224.20246055	32.54192473	796.81232153		65.24817865	37.50837088	6.69166675	2543.09154324	47.54483359	17.46064433		70.81308176	10.77465409	9.86081088	355.9112534	1.27027109	45.01910042	41.34192447	76.72569504	61.98625822
2014	148.12259887	97.07880188	4.12653588	8.73698993	27.54910171	1.14429767	91.8245149	22.80125828			15.67875286		12.78766962	106.29206368	58.26085227	181.68340775	63.00461649	180.98243196	47.57689303	4.50844913			63.87797867	52.35516716	446.46095785	52.55030786	37.74471138	136.86751695	28.68432058	13.82850558	-0.67674252	26.06407994	98.69763488	22.41519629	11.3755084	23.13099084			32.53494844	184.83220962	229.14294236	16.35091302	10.34677415	39.12206897	15.57872406	0.46334535	25.42395476		78.87513013	36.53587697	108.76602708	59.06674678	49.57419076	139.70674118	41.25441532	364.64645624	17.57431474	50.49964219	65.14290374	210.39573236	102.60302087	67.69858535		2.30921449	-1.49705202	1.04781763	39.7905396		33.38623442	302.41212484	5.36335008	56.98129421	737.38198929		107.20639165	71.4513475		131.12026524	52.44566936	171.94372091	33.05229641		24.93101157	57.16302618	0.66696564	51.81395003	72.97888398		974.06573217	66.32333293	35.46344668	6.77071237	107.78844869	160.24893987	65.51609872	80.11848996	26.48122326	99.50620835	2188.74530642	32.84845754	70.35466837	47.7012135	14.0506282		18.51370854	1332.19855559	-49.53719263	73.22631491	9.45825762	10.91046624	6.73981554				127.11717434			93.38367689		108.63286825	90.84396097	488.97095965	211.41692801		78.21519504	41.24952494	127.36960537	130.25653414				341.55540272	82.63076578	19.75279389	186.08640012	23.64911952	561.76240527	23.03143642	24.20121592	223.09735096	43.19246584	5.17996048	212.49508724	29.55170791	795.1654755		83.40267095	44.63036329	6.30771238	3125.85430029	44.25934264	31.11887241		53.05224482	26.92887586	10.67067012	380.5023482	1.43561029	45.9649237	45.05355517	64.78853193	55.97896822
2015	124.20175767	115.95129591	1.79042392	13.6298529	15.92373716	-0.43806892	118.77388594	7.23078817			16.59395575		11.07906604	78.32630638	41.28513367	133.64748385	72.79940274	103.92312467	30.90465716	4.90605661			55.12733607	36.07861918	292.04939589	43.74853086	28.50499087	108.32661632	42.9743618	3.02348074	-0.21771367	28.53200662	84.61157367	18.2863061	22.95884489	49.26896326			34.08821552	189.70500963	164.52406095	27.22902557	19.62494275	27.30917804	14.1815464	6.40951567	28.09605494		83.90109512	32.12054685	117.97861851	50.71648916	54.62495203	111.55812928	63.57381145	219.88449569	25.30637788	47.14183582	54.70850677	41.87987667	97.78468271	59.31369622		2.42288616	-0.11014645	1.41287912	41.68808971		20.43220661	231.05090186	4.64943947	51.45374863	585.52017947		130.00396736	69.88263093		147.81220533	42.00560262	244.71690822	24.51889555		27.95691067	62.66711803	-0.01982097	52.73524176	68.90393289		993.31525265	81.42245156	62.264927	2.63478267	78.8211697	159.43677012	43.80040385	67.27016966	22.18078856	61.50587212	3012.33853865	45.32439185	73.58232286	43.46038773	13.4237287		18.87417906	788.56497623	2.58284637	72.94112546	8.99720221	10.98857453	5.04293257				76.78767844			95.72641643		76.81529288	123.70000458	484.31606233	245.43845869		59.63597121	35.201967	71.3826998	132.0178501				315.07146646	91.36344281	25.64295232	156.29745857	21.28417347	413.36803313	24.92613188	28.57980803	273.39878024	51.12952786	0.85382244	177.45637217	27.23823414	678.70610762		44.35350344	27.26698097	4.12377965	4473.3761173	42.85522244	32.26396242		50.20546851	6.79364361	14.58152196	688.08827402	1.216349	34.17662516	67.11517929	50.19972547	57.06191865
2016	115.01050509	59.25664958	3.56461208	7.1606181	0.63478627	0.06021817	111.17631123	8.15834694			16.0318749		-2.36193674	94.89710636	46.05561858	70.04150702	63.13100521	131.74404797	41.93201139	3.27231279			55.21080428	70.80853099	216.96727391	46.20046778	31.62219446	111.64508084	42.88385443	9.79951106	-0.5596905	22.96832169	67.55932966	17.44631024	20.55788809	238.03126599			26.68147194	199.49049054	120.18454983	16.99408053	14.77826041	25.80651863	20.2906264	5.69462498	19.78938306		132.39748643	39.42194557	134.59329506	20.66854526	42.80328628	115.23968262	46.29774869	77.81395322	16.00728141	48.28242079	110.42204498	90.61881569	98.86369248	44.48378358		2.02254058	-0.41398339	1.46033402	62.49277266		9.23873524	285.52316423	3.52085378	44.61409966	540.66063106		85.52222991	58.35069541		168.19968748	54.00857125	178.56286999	27.64719377		24.96869843	72.16458749	-1.68879216	47.75974823	67.07653817		217.59091557	73.80512712	33.55337725	6.56188936	106.55493022	136.67139619	58.71132414	55.11224856	28.96888056	72.17422679	2165.36187752	39.0449771	68.36644384	45.81700168	13.43400013		14.54068764	1002.37048363	5.60059246	64.26439252	13.06308566	10.353736	2.73624892				64.44888095			98.59343819		84.59794889	83.31277815	455.63894001	231.47214567		48.7690858	71.54648949	60.18117279	94.5933384				283.32133321	83.43933949	20.99856604	146.50607885	17.76684583	518.08549408	20.30469634	29.26269809	509.55975263	41.52212118	3.30253244	183.34455822	22.39028877	816.76438914		57.22074718	45.21090414	5.69196182	2175.92597347	44.45489886	34.06829839		43.69318554	5.329807	16.25386434	463.70083125	1.45488051	31.03435037	84.69862782	59.05845549	46.63109328
2017	105.01786239	58.32182744	4.22042713	7.48639134	103.95598718	-0.02662895	87.00114413	12.54708318			23.68206132		-26.47236297	90.69257356	60.8490664	158.99394272	84.80053952	131.44429045	46.29772232	1.31783176			46.45438556	40.25303452	228.85624371	53.45355322	49.52318241	111.39631176	43.13247191	3.79579585	-0.69663956	17.38750144	82.59101503	20.94428943	20.05270798	64.79437765			28.16553657	150.92681442	265.74306984	11.18888569	12.10638647	0.34051346	23.73466688	5.49124873	23.18560062		130.34224562	38.76196323	166.27537882	51.50589907	125.77352735	111.4394811	43.37179095	52.67240428	21.67901079	39.13564225	62.00817692	65.95564224	89.32774049	46.83309439		2.38921743	1.05803508	1.73885259	77.42460912		21.03156354	304.39799129	3.29037201	49.38596922	675.84734108		75.11962987	69.06484258		191.07915626	69.64273253	134.11313559	65.62652692		30.46634375	85.88248349	-0.94037372	87.12766772	73.4625354		1249.03109462	67.92398012	9.21314927	6.04765312	245.51124569	187.7899087	67.90850642	63.0419744	28.89222796	77.70257857	2435.4732182	45.93039697	88.11336894	56.61827599	17.59785624		11.37137718	1243.7531371	10.16615515	63.12249422	20.78765026	-0.16600783	1.52586801				59.6622367			102.76304663		84.99350731	106.89636125	672.91847129	194.26711387		58.83255376	191.22221231	168.01842771	72.26751131				293.71255689	120.66283404	17.80063901	200.09946043	14.84094955	452.30135779	21.10434487	35.28477454	609.97025676	36.95720991	3.61393811	186.57401245	44.73742643	851.94409449		70.9882727	38.79866442	4.88739613	2332.60010813	48.80656981	26.54058915		47.30010287	12.06409131	19.99826453	463.15397156	2.95383241	25.41208943	116.18580812	61.73692839	50.98408875
2018	101.92881317	118.94607539	3.40955245	5.17530345	174.27972712	1.60027407	47.12134172	8.43958882			18.83927312		12.37858541	87.08568545	49.65331142	133.17939281	64.02898165	105.76639801	36.59163785	2.04879647			56.22772285	40.2518775	152.98916891	47.29659651	46.16584532	140.50734738	56.55869395		-0.51626177	35.49441118	104.03425157	27.5476738	18.83609798	65.8723212			29.85413335	184.92621601	371.65276351	8.14611859	23.19724126	20.96793806	38.71360736	4.21706903	24.24700937		105.22990027	45.13688657	125.76260129	54.84422897	102.02658703	147.12664184	35.85333181	275.46232593	22.82196858	47.57419719	81.29417379	131.50074703	89.19659278	68.83216788		1.81421209	3.54360995	2.02774549	59.84008466		33.66097073	253.27329625	4.12836149	48.41925385	640.35496888		65.61046083	80.03400598		206.96100959	72.01918694	118.43802501	45.41544442		26.2950947	70.05208122	-1.20781407	230.98522165	78.21884652		922.07081782	101.55537302	52.63639452	4.27764991	104.63962716	246.63787261	22.52763106	61.69614469	31.42288023	61.27925449	2953.73674054	51.63528087	54.43506354	53.30521565	16.85526652		6.41752329	4710.51324586	9.16715609	91.27473914	23.22432441	13.80275566	5.06875725				56.99231054			90.98299789		46.73154104	159.05998264	586.55572338	210.11031575		62.54382255	121.28154007		66.12943015				296.31342432	104.80986324	15.82921107	143.70544556	-12.15191096	460.70739208	23.04867608	22.65676168	589.60069385	43.68164947	-6.09591582	159.76655836	37.57338623	846.90744606		69.62869735	14.4192219	3.0576481	1634.94128344	45.42110968	27.59787586		43.56437532		17.11713429	422.99479987	5.0932741	17.09491425	280.19611344	57.16265235	54.9636622
